index,elelment,x,y,z
40029,H,6.544,6.841,8.282
40030,O,2.605,6.736,6.722
40031,H,2.52,6.698,6.743
40032,H,2.621,6.71,6.631
40033,O,6.983,6.476,6.587
40034,H,6.922,6.539,6.625
40035,H,7.006,6.513,6.502
40036,O,4.102,5.38,5.672
40037,H,4.075,5.356,5.761
40038,H,4.153,5.46,5.684
40039,O,2.657,5.716,11.508
40040,H,2.566,5.697,11.533
40041,H,2.709,5.653,11.558
40042,O,5.399,3.836,8.701
40043,H,5.417,3.743,8.689
40044,H,5.479,3.872,8.739
40045,O,4.292,5.273,8.113
40046,H,4.33,5.36,8.1
40047,H,4.36,5.226,8.162
40048,O,7.736,4.017,5.968
40049,H,7.747,4.085,5.902
40050,H,7.662,3.964,5.936
40051,O,4.335,3.531,8.333
40052,H,4.393,3.476,8.28
40053,H,4.343,3.618,8.296
40054,O,8.074,3.295,5.793
40055,H,8.095,3.377,5.749
40056,H,8.071,3.317,5.886
40057,O,2.072,7.245,9.266
40058,H,2.027,7.164,9.29
40059,H,2.003,7.304,9.237
40060,O,0.409,5.88,9.417
40061,H,0.49,5.831,9.407
40062,H,0.387,5.872,9.51
40063,O,5.613,1.81,8.403
40064,H,5.637,1.804,8.311
40065,H,5.543,1.745,8.414
40066,O,5.688,2.115,9.524
40067,H,5.707,2.194,9.574
40068,H,5.712,2.136,9.434
40069,O,2.78,0.329,7.183
40070,H,2.695,0.284,7.18
40071,H,2.824,0.29,7.259
40072,O,0.089,2.125,10.037
40073,H,0.142,2.056,9.996
40074,H,0.058,2.178,9.964
40075,O,1.601,0.393,9.003
40076,H,1.647,0.477,8.997
40077,H,1.671,0.328,8.998
40078,O,6.135,3.891,9.224
40079,H,6.192,3.928,9.292
40080,H,6.047,3.919,9.248
40081,O,6.707,3.128,9.875
40082,H,6.741,3.116,9.963
40083,H,6.73,3.047,9.829
40084,O,5.65,7.655,6.712
40085,H,5.611,7.623,6.63
40086,H,5.624,7.747,6.716
40087,O,4.182,3.427,5.567
40088,H,4.105,3.482,5.579
40089,H,4.177,3.363,5.638
40090,O,8.086,3.124,6.847
40091,H,8.141,3.18,6.792
40092,H,8.141,3.049,6.868
40093,O,1.795,4.207,9.156
40094,H,1.83,4.227,9.243
40095,H,1.791,4.112,9.153
40096,O,2.218,6.593,10.036
40097,H,2.184,6.607,9.948
40098,H,2.16,6.643,10.093
40099,O,3.269,5.651,6.851
40100,H,3.258,5.653,6.946
40101,H,3.185,5.619,6.818
40102,O,0.477,5.996,8.584
40103,H,0.383,6.001,8.568
40104,H,0.509,6.085,8.569
40105,O,6.833,5.266,10.34
40106,H,6.839,5.356,10.307
40107,H,6.768,5.271,10.411
40108,O,6.321,3.288,5.317
40109,H,6.228,3.305,5.304
40110,H,6.339,3.208,5.268
40111,O,1.106,7.382,5.347
40112,H,1.125,7.353,5.258
40113,H,1.016,7.414,5.343
40114,O,0.808,4.957,8.09
40115,H,0.747,4.974,8.161
40116,H,0.763,4.895,8.033
40117,O,6.933,2.896,7.951
40118,H,6.927,2.991,7.952
40119,H,7.027,2.878,7.948
40120,O,7.382,1.923,5.992
40121,H,7.408,1.96,5.907
40122,H,7.368,2,6.048
40123,O,5.026,5.969,9.364
40124,H,5.075,6.04,9.404
40125,H,5.092,5.908,9.333
40126,O,8.378,2.509,7.955
40127,H,8.413,2.58,8.008
40128,H,8.435,2.434,7.974
40129,O,4.093,0.027,8.572
40130,H,4.073,0.021,8.666
40131,H,4.007,0.025,8.529
40132,O,5.203,2.284,4.842
40133,H,5.24,2.313,4.925
40134,H,5.273,2.297,4.778
40135,O,3.74,7.848,6.99
40136,H,3.83,7.858,6.957
40137,H,3.73,7.754,7.002
40138,O,6.11,6.694,11.404
40139,H,6.109,6.656,11.316
40140,H,6.025,6.737,11.412
40141,O,6.586,5.904,8.008
40142,H,6.627,5.988,8.031
40143,H,6.647,5.838,8.039
40144,O,2.293,3.394,6.78
40145,H,2.264,3.434,6.698
40146,H,2.213,3.388,6.833
40147,O,4.067,5.876,10.56
40148,H,3.973,5.868,10.579
40149,H,4.1,5.786,10.566
40150,O,1.709,3.22,6.228
40151,H,1.716,3.135,6.186
40152,H,1.792,3.231,6.274
40153,O,6.256,1.081,9.233
40154,H,6.316,1.041,9.296
40155,H,6.169,1.067,9.27
40156,O,1.16,7.018,8.227
40157,H,1.067,7.019,8.206
40158,H,1.18,7.109,8.249
40159,O,1.825,6.766,9.323
40160,H,1.743,6.796,9.284
40161,H,1.863,6.844,9.362
40162,O,5.552,5.844,11.34
40163,H,5.618,5.824,11.274
40164,H,5.498,5.765,11.346
40165,O,1.509,3.44,5.018
40166,H,1.462,3.48,4.945
40167,H,1.576,3.505,5.041
40168,O,7.192,6.906,7.192
40169,H,7.203,6.838,7.125
40170,H,7.105,6.941,7.177
40171,O,0.558,4.079,9.83
40172,H,0.536,4.134,9.905
40173,H,0.642,4.113,9.798
40174,O,5.9,4.222,8.086
40175,H,5.811,4.225,8.049
40176,H,5.886,4.22,8.18
40177,O,3.389,2.709,6.718
40178,H,3.463,2.717,6.779
40179,H,3.376,2.798,6.684
40180,O,0.802,7.507,7.079
40181,H,0.866,7.454,7.033
40182,H,0.717,7.467,7.056
40183,O,2.456,4.891,8.365
40184,H,2.379,4.948,8.374
40185,H,2.514,4.917,8.435
40186,O,2.047,4.564,8.651
40187,H,2.062,4.47,8.651
40188,H,2.01,4.582,8.564
40189,O,6.888,6.456,8.393
40190,H,6.821,6.388,8.404
40191,H,6.856,6.509,8.32
40192,O,4.404,0.978,11.135
40193,H,4.385,0.885,11.126
40194,H,4.404,1.012,11.046
40195,O,5.146,3.076,11.38
40196,H,5.08,3.051,11.445
40197,H,5.148,3.002,11.319
40198,O,7.247,3.037,8.811
40199,H,7.339,3.01,8.803
40200,H,7.227,3.026,8.904
40201,O,7.161,1.506,8.786
40202,H,7.154,1.411,8.797
40203,H,7.083,1.531,8.738
40204,O,4.409,5.622,10.729
40205,H,4.328,5.572,10.741
40206,H,4.417,5.676,10.807
40207,O,8.117,5.699,9.45
40208,H,8.065,5.717,9.371
40209,H,8.193,5.756,9.442
40210,O,4.005,2.895,11.643
40211,H,3.917,2.865,11.667
40212,H,3.99,2.966,11.581
40213,O,0.532,5.662,8.808
40214,H,0.566,5.577,8.783
40215,H,0.451,5.671,8.757
40216,O,4.897,1.86,7.497
40217,H,4.882,1.953,7.514
40218,H,4.828,1.815,7.547
40219,O,2.533,2.976,6.379
40220,H,2.614,2.993,6.427
40221,H,2.471,2.947,6.446
40222,O,0.835,0.346,7.602
40223,H,0.879,0.41,7.546
40224,H,0.902,0.281,7.622
40225,O,0.969,4.136,8.306
40226,H,0.893,4.193,8.312
40227,H,0.985,4.107,8.395
40228,O,8.109,6.188,9.331
40229,H,8.204,6.179,9.336
40230,H,8.093,6.234,9.249
40231,O,5.796,4.991,10.448
40232,H,5.828,4.912,10.406
40233,H,5.842,5.062,10.404
40234,O,2.592,7.434,10.204
40235,H,2.611,7.407,10.294
40236,H,2.564,7.354,10.16
40237,O,6.904,5.259,5.797
40238,H,6.918,5.353,5.794
40239,H,6.831,5.243,5.738
40240,O,3.901,7.284,8.817
40241,H,3.811,7.317,8.824
40242,H,3.898,7.224,8.742
40243,O,6.351,4.493,6.712
40244,H,6.289,4.542,6.658
40245,H,6.405,4.445,6.649
40246,O,3.362,1.145,8.72
40247,H,3.267,1.135,8.719
40248,H,3.376,1.236,8.747
40249,O,8.501,0.508,8.316
40250,H,8.429,0.545,8.265
40251,H,8.476,0.418,8.333
40252,O,4.704,5.588,9.188
40253,H,4.737,5.641,9.261
40254,H,4.609,5.595,9.194
40255,O,7.592,7.314,11.337
40256,H,7.56,7.403,11.322
40257,H,7.603,7.277,11.249
40258,O,5.414,2.858,6.888
40259,H,5.477,2.815,6.946
40260,H,5.455,2.856,6.802
40261,O,2.89,1.527,5.85
40262,H,2.878,1.581,5.928
40263,H,2.801,1.503,5.824
40264,O,2.986,1.616,11.433
40265,H,2.967,1.577,11.518
40266,H,2.914,1.589,11.377
40267,O,0.91,2.873,10.411
40268,H,0.851,2.798,10.395
40269,H,0.987,2.854,10.357
40270,O,7.561,7.237,10.487
40271,H,7.6,7.315,10.526
40272,H,7.622,7.166,10.51
40273,O,6.979,2.871,6.31
40274,H,7.065,2.856,6.35
40275,H,6.99,2.949,6.256
40276,O,7.733,2.651,4.93
40277,H,7.756,2.744,4.93
40278,H,7.781,2.614,4.856
40279,O,3.352,2.6,10.219
40280,H,3.261,2.579,10.239
40281,H,3.368,2.562,10.133
40282,O,0.681,3.099,8.552
40283,H,0.687,3.179,8.5
40284,H,0.693,3.128,8.642
40285,O,7.12,6.44,5.801
40286,H,7.13,6.465,5.892
40287,H,7.21,6.426,5.77
40288,O,5.04,2.988,8.665
40289,H,4.988,2.949,8.735
40290,H,5.024,3.082,8.674
40291,O,7.351,5.993,6.677
40292,H,7.276,5.99,6.736
40293,H,7.368,5.902,6.656
40294,O,5.382,5.528,5.762
40295,H,5.322,5.462,5.794
40296,H,5.465,5.482,5.748
40297,O,4.061,6.486,10.529
40298,H,3.975,6.451,10.507
40299,H,4.048,6.532,10.612
40300,O,3.007,6.738,4.79
40301,H,3.055,6.715,4.71
40302,H,3.053,6.69,4.859
40303,O,5.61,4.387,6.644
40304,H,5.584,4.466,6.692
40305,H,5.552,4.318,6.676
40306,O,6.24,1.803,10.781
40307,H,6.243,1.834,10.691
40308,H,6.149,1.815,10.807
40309,O,2.476,5.23,11.325
40310,H,2.448,5.15,11.369
40311,H,2.529,5.277,11.39
40312,O,2.128,6.572,8.053
40313,H,2.049,6.623,8.071
40314,H,2.112,6.487,8.094
40315,O,4.245,0.542,8.147
40316,H,4.197,0.611,8.102
40317,H,4.222,0.462,8.1
40318,O,1.841,2.626,11.261
40319,H,1.924,2.58,11.268
40320,H,1.864,2.719,11.261
40321,O,0.798,1.823,7.393
40322,H,0.776,1.835,7.3
40323,H,0.795,1.728,7.406
40324,O,3.162,3.812,10.763
40325,H,3.164,3.868,10.841
40326,H,3.254,3.795,10.742
40327,O,2.022,3.234,5.42
40328,H,2.043,3.141,5.419
40329,H,1.96,3.244,5.492
40330,O,5.422,3.994,8.077
40331,H,5.511,4.001,8.042
40332,H,5.392,4.084,8.084
40333,O,1.916,6.623,8.638
40334,H,1.882,6.663,8.717
40335,H,1.907,6.529,8.652
40336,O,8.265,6.264,6.195
40337,H,8.193,6.326,6.204
40338,H,8.249,6.22,6.112
40339,O,4.79,1.096,10.361
40340,H,4.779,1.016,10.31
40341,H,4.867,1.081,10.415
40342,O,7.853,4.13,8.118
40343,H,7.925,4.083,8.16
40344,H,7.884,4.145,8.028
40345,O,3.391,4.124,11.33
40346,H,3.457,4.062,11.296
40347,H,3.31,4.099,11.286
40348,O,1.771,1.485,11.217
40349,H,1.693,1.527,11.179
40350,H,1.748,1.392,11.222
40351,O,4.322,6.029,5.234
40352,H,4.349,6.076,5.155
40353,H,4.399,6.033,5.291
40354,O,0.149,4.745,9.194
40355,H,0.175,4.808,9.262
40356,H,0.212,4.759,9.123
40357,O,1.951,6.676,7.163
40358,H,1.926,6.678,7.07
40359,H,1.935,6.765,7.194
40360,O,0.114,5.014,11.495
40361,H,0.069,4.96,11.43
40362,H,0.206,4.989,11.487
40363,O,3.352,3.445,7.176
40364,H,3.365,3.461,7.269
40365,H,3.411,3.505,7.132
40366,O,7.287,6.463,11.488
40367,H,7.353,6.441,11.554
40368,H,7.204,6.456,11.533
40369,O,1.585,3.229,11.07
40370,H,1.593,3.313,11.024
40371,H,1.513,3.185,11.026
40372,O,1.157,5.467,10.501
40373,H,1.201,5.404,10.558
40374,H,1.219,5.539,10.492
40375,O,2.453,4.367,11.293
40376,H,2.479,4.385,11.383
40377,H,2.441,4.272,11.29
40378,O,7.26,2.756,9.545
40379,H,7.326,2.746,9.477
40380,H,7.309,2.781,9.623
40381,O,1.165,6.794,10.594
40382,H,1.108,6.869,10.577
40383,H,1.123,6.747,10.666
40384,O,1.345,4.797,8.194
40385,H,1.308,4.845,8.268
40386,H,1.431,4.768,8.225
40387,O,1.207,0.149,8.23
40388,H,1.254,0.084,8.179
40389,H,1.209,0.228,8.176
40390,O,2.789,7.387,5.797
40391,H,2.725,7.324,5.765
40392,H,2.835,7.342,5.868
40393,O,0.652,3.093,6.396
40394,H,0.737,3.129,6.372
40395,H,0.663,3.061,6.485
40396,O,0.737,5.972,10.957
40397,H,0.715,5.965,11.05
40398,H,0.668,6.026,10.919
40399,O,6.605,6.463,5.717
40400,H,6.695,6.496,5.72
40401,H,6.55,6.541,5.71
40402,O,2.734,3.729,8.615
40403,H,2.766,3.772,8.536
40404,H,2.793,3.654,8.628
40405,O,0.839,3.232,10.167
40406,H,0.919,3.181,10.158
40407,H,0.845,3.299,10.099
40408,O,1.005,1.635,11.622
40409,H,1.071,1.567,11.631
40410,H,0.923,1.593,11.648
40411,O,3.784,7.647,5.509
40412,H,3.851,7.713,5.487
40413,H,3.743,7.627,5.425
40414,O,1.974,3.418,6.59
40415,H,2.068,3.4,6.592
40416,H,1.934,3.336,6.562
40417,O,6.314,6.045,10.972
40418,H,6.243,6.052,10.908
40419,H,6.288,5.976,11.032
40420,O,1.06,5.59,4.733
40421,H,1.086,5.672,4.774
40422,H,1.037,5.614,4.644
40423,O,8.427,4.336,4.452
40424,H,8.38,4.419,4.442
40425,H,8.482,4.329,4.374
40426,O,6.628,6.801,10.688
40427,H,6.561,6.825,10.752
40428,H,6.581,6.749,10.623
40429,O,5.116,4.152,10.766
40430,H,5.099,4.06,10.744
40431,H,5.045,4.2,10.725
40432,O,2.145,2.302,5.959
40433,H,2.18,2.263,5.879
40434,H,2.18,2.246,6.029
40435,O,6.356,3.22,9.928
40436,H,6.376,3.264,10.01
40437,H,6.31,3.286,9.876
40438,O,3.023,0.972,11.354
40439,H,3.094,0.946,11.413
40440,H,3.064,1.031,11.292
40441,O,1.709,7.922,9.236
40442,H,1.715,7.931,9.141
40443,H,1.798,7.94,9.268
40444,O,7.333,3.398,8.983
40445,H,7.341,3.492,8.963
40446,H,7.283,3.395,9.064
40447,O,7.824,2.969,5.149
40448,H,7.823,2.966,5.054
40449,H,7.908,2.932,5.174
40450,O,7.064,0.256,5.324
40451,H,6.984,0.283,5.37
40452,H,7.089,0.333,5.273
40453,O,2.109,3.959,7.012
40454,H,2.113,3.935,6.919
40455,H,2.199,3.949,7.043
40456,O,1.035,5.199,10.788
40457,H,0.961,5.247,10.751
40458,H,1.083,5.167,10.713
40459,O,2.024,0.55,6.061
40460,H,2.115,0.53,6.038
40461,H,2.024,0.644,6.076
40462,O,5.913,3.656,10.207
40463,H,5.978,3.722,10.233
40464,H,5.888,3.682,10.118
40465,O,2.837,5.5,11.62
40466,H,2.884,5.502,11.704
40467,H,2.896,5.543,11.558
40468,O,6.665,7.904,6.28
40469,H,6.748,7.896,6.327
40470,H,6.666,7.832,6.217
40471,O,3.193,0.744,5.679
40472,H,3.134,0.807,5.719
40473,H,3.167,0.742,5.587
40474,O,2.131,2.99,8.169
40475,H,2.14,3.008,8.076
40476,H,2.096,2.901,8.173
40477,O,1.964,1.367,8.696
40478,H,1.877,1.328,8.702
40479,H,2.023,1.298,8.729
40480,O,8.088,7.401,5.641
40481,H,8.145,7.442,5.577
40482,H,8.115,7.309,5.642
40483,O,1.376,1.112,6.606
40484,H,1.453,1.085,6.557
40485,H,1.322,1.033,6.612
40486,O,6.734,6.626,10.902
40487,H,6.725,6.683,10.825
40488,H,6.712,6.682,10.976
40489,O,3.02,2.731,7.467
40490,H,3.025,2.826,7.473
40491,H,3.095,2.706,7.414
40492,O,3.783,4.591,7.825
40493,H,3.695,4.561,7.848
40494,H,3.83,4.591,7.908
40495,O,3.834,4.617,10.011
40496,H,3.886,4.554,9.961
40497,H,3.887,4.696,10.012
40498,O,5.175,7.207,7.052
40499,H,5.169,7.19,6.958
40500,H,5.096,7.167,7.089
40501,O,3.007,6.835,11.648
40502,H,3.029,6.837,11.555
40503,H,3.059,6.763,11.683
40504,O,8.477,2.953,11.137
40505,H,8.385,2.972,11.153
40506,H,8.503,3.015,11.069
40507,O,4.603,1.553,7.931
40508,H,4.512,1.583,7.928
40509,H,4.627,1.541,7.839
40510,O,0.484,2.158,8.114
40511,H,0.483,2.237,8.168
40512,H,0.565,2.113,8.138
40513,O,1.974,7.917,10.111
40514,H,1.952,7.946,10.2
40515,H,1.973,7.997,10.059
40516,O,3.709,5.509,9.241
40517,H,3.616,5.489,9.241
40518,H,3.73,5.526,9.332
40519,O,5.369,4.575,9.46
40520,H,5.458,4.583,9.493
40521,H,5.335,4.664,9.459
40522,O,6.863,2.099,5.811
40523,H,6.875,2.045,5.732
40524,H,6.885,2.188,5.783
40525,O,7.197,1.874,5.273
40526,H,7.221,1.88,5.366
40527,H,7.114,1.92,5.267
40528,O,6.588,1.226,6.523
40529,H,6.68,1.232,6.501
40530,H,6.579,1.142,6.569
40531,O,1.977,5.684,6.665
40532,H,1.94,5.715,6.582
40533,H,2.069,5.668,6.646
40534,O,2.007,7.788,9.442
40535,H,2.091,7.745,9.424
40536,H,1.996,7.85,9.37
40537,O,8.397,2.348,9.681
40538,H,8.448,2.272,9.71
40539,H,8.448,2.423,9.709
40540,O,0.382,6.35,7.42
40541,H,0.429,6.377,7.499
40542,H,0.451,6.335,7.355
40543,O,3.185,5.419,10.238
40544,H,3.187,5.434,10.333
40545,H,3.137,5.337,10.227
40546,O,0.998,3.815,4.845
40547,H,0.92,3.828,4.899
40548,H,1.036,3.733,4.878
40549,O,3.967,6.471,9.647
40550,H,3.956,6.508,9.559
40551,H,4.007,6.386,9.632
40552,O,6.689,1.207,7.243
40553,H,6.604,1.208,7.288
40554,H,6.68,1.139,7.177
40555,O,7.051,3.381,9.626
40556,H,7.118,3.429,9.675
40557,H,6.986,3.358,9.692
40558,O,5.108,6.994,9.022
40559,H,5.131,7.065,8.962
40560,H,5.192,6.967,9.06
40561,O,1.027,1.779,7.671
40562,H,1.079,1.788,7.592
40563,H,1.087,1.8,7.742
40564,O,6.075,6.618,6.768
40565,H,6.155,6.625,6.821
40566,H,6.037,6.706,6.772
40567,O,1.236,0.511,6.343
40568,H,1.199,0.513,6.254
40569,H,1.257,0.418,6.358
40570,O,4.901,7.656,5.736
40571,H,4.923,7.745,5.76
40572,H,4.865,7.663,5.647
40573,O,4.335,1.732,9.315
40574,H,4.387,1.716,9.236
40575,H,4.267,1.665,9.312
40576,O,5.399,3.378,7.358
40577,H,5.365,3.29,7.373
40578,H,5.493,3.365,7.34
40579,O,3.765,6.13,7.912
40580,H,3.847,6.179,7.908
40581,H,3.781,6.053,7.858
40582,O,8.26,1.686,10.238
40583,H,8.246,1.592,10.234
40584,H,8.178,1.724,10.207
40585,O,4.826,0.169,7.332
40586,H,4.82,0.233,7.403
40587,H,4.794,0.088,7.371
40588,O,0.933,2.399,5.204
40589,H,0.933,2.365,5.115
40590,H,0.968,2.327,5.257
40591,O,3.5,4.737,8.046
40592,H,3.491,4.658,8.099
40593,H,3.494,4.706,7.956
40594,O,6.958,6.947,5.987
40595,H,6.902,6.953,6.064
40596,H,6.898,6.95,5.913
40597,O,6.662,1.555,10.839
40598,H,6.673,1.649,10.853
40599,H,6.663,1.517,10.926
40600,O,5.95,0.636,5.573
40601,H,5.941,0.727,5.6
40602,H,6.044,0.619,5.574
40603,O,1.022,0.293,8.877
40604,H,1.046,0.383,8.856
40605,H,1.019,0.29,8.973
40606,O,1.44,2.395,8.497
40607,H,1.451,2.465,8.561
40608,H,1.513,2.335,8.513
40609,O,1.655,6.699,9.078
40610,H,1.7,6.719,8.996
40611,H,1.631,6.785,9.113
40612,O,1.545,1.291,10.423
40613,H,1.573,1.337,10.345
40614,H,1.513,1.359,10.482
40615,O,3.748,2.563,5.26
40616,H,3.838,2.532,5.266
40617,H,3.752,2.639,5.202
40618,O,6.191,6.447,11.266
40619,H,6.102,6.48,11.278
40620,H,6.199,6.434,11.172
40621,O,7.309,2.543,9.856
40622,H,7.322,2.633,9.886
40623,H,7.386,2.496,9.887
40624,O,6.384,6.458,6.059
40625,H,6.322,6.53,6.05
40626,H,6.337,6.392,6.111
40627,O,6.848,1.406,5.581
40628,H,6.812,1.388,5.494
40629,H,6.879,1.321,5.612
40630,O,8.244,5.686,8.115
40631,H,8.158,5.718,8.085
40632,H,8.234,5.676,8.21
40633,O,7.297,3.314,11.408
40634,H,7.245,3.237,11.43
40635,H,7.236,3.371,11.361
40636,O,3.042,4.335,10.765
40637,H,3.049,4.378,10.85
40638,H,3.004,4.249,10.785
40639,O,6.06,4.15,8.382
40640,H,6.066,4.079,8.446
40641,H,6.146,4.191,8.382
40642,O,4.992,3.094,9.983
40643,H,4.904,3.133,9.981
40644,H,5.021,3.095,9.892
40645,O,7.177,3.411,8.523
40646,H,7.176,3.373,8.611
40647,H,7.221,3.345,8.469
40648,O,6.105,4.452,7.21
40649,H,6.112,4.357,7.22
40650,H,6.186,4.477,7.166
40651,O,5.991,1.004,6.287
40652,H,6.015,1.065,6.217
40653,H,6.055,0.933,6.28
40654,O,7.43,4.039,10.327
40655,H,7.356,4.1,10.332
40656,H,7.499,4.081,10.378
40657,O,2.92,4.611,10.022
40658,H,2.865,4.571,9.955
40659,H,2.985,4.661,9.972
40660,O,2.191,7.755,9.045
40661,H,2.144,7.783,8.966
40662,H,2.163,7.665,9.058
40663,O,0.735,7.933,8.086
40664,H,0.692,7.862,8.04
40665,H,0.679,8.009,8.072
40666,O,3.661,1.569,10.294
40667,H,3.634,1.643,10.238
40668,H,3.579,1.538,10.333
40669,O,0.051,2.111,7.497
40670,H,0.121,2.175,7.486
40671,H,0.041,2.102,7.591
40672,O,5.108,6.999,5.137
40673,H,5.161,6.919,5.136
40674,H,5.095,7.018,5.23
40675,O,7.895,2.061,7.624
40676,H,7.925,1.972,7.605
40677,H,7.966,2.098,7.677
40678,O,8.166,6.519,5.374
40679,H,8.183,6.452,5.308
40680,H,8.164,6.471,5.457
40681,O,1.673,0.36,8.556
40682,H,1.682,0.28,8.607
40683,H,1.608,0.412,8.603
40684,O,7.543,1.902,11.294
40685,H,7.615,1.951,11.336
40686,H,7.58,1.871,11.212
40687,O,4.928,6.488,11.399
40688,H,4.894,6.484,11.489
40689,H,4.91,6.578,11.371
40690,O,0.706,6.762,8.666
40691,H,0.704,6.746,8.76
40692,H,0.73,6.855,8.658
40693,O,2.556,7.105,8.5
40694,H,2.517,7.191,8.518
40695,H,2.583,7.111,8.408
40696,O,0.085,2.046,5.622
40697,H,0.093,1.966,5.674
40698,H,0.053,2.016,5.537
40699,O,7.874,2.011,4.594
40700,H,7.88,2.049,4.681
40701,H,7.784,1.98,4.587
40702,O,3.321,7.388,8.981
40703,H,3.315,7.422,8.892
40704,H,3.292,7.297,8.974
40705,O,4.494,4.085,8.19
40706,H,4.514,3.996,8.221
40707,H,4.579,4.125,8.175
40708,O,6.962,5.936,7.667
40709,H,7.003,6.005,7.615
40710,H,6.948,5.975,7.753
40711,O,7.613,4.593,10.118
40712,H,7.543,4.549,10.166
40713,H,7.694,4.558,10.156
40714,O,6.577,5.402,7.985
40715,H,6.494,5.448,7.998
40716,H,6.577,5.378,7.893
40717,O,3.978,3.522,8.461
40718,H,3.933,3.525,8.546
40719,H,3.95,3.602,8.416
40720,O,3.588,6.632,10.905
40721,H,3.539,6.661,10.828
40722,H,3.55,6.547,10.928
40723,O,4.043,5.43,11.211
40724,H,4.073,5.512,11.249
40725,H,4.115,5.369,11.223
40726,O,4.271,0.151,7.512
40727,H,4.23,0.081,7.564
40728,H,4.197,0.194,7.468
40729,O,5.014,3.569,10.672
40730,H,5.041,3.496,10.728
40731,H,5.081,3.573,10.604
40732,O,2.905,2.28,6.024
40733,H,2.956,2.354,6.055
40734,H,2.959,2.241,5.955
40735,O,0.984,6.61,7.56
40736,H,0.908,6.66,7.589
40737,H,0.951,6.52,7.552
40738,O,6.081,1.718,7.184
40739,H,6.102,1.81,7.202
40740,H,5.987,1.718,7.167
40741,O,3.025,7.656,7.139
40742,H,3.093,7.722,7.129
40743,H,3.052,7.605,7.215
40744,O,2.998,5.918,5.73
40745,H,2.948,5.903,5.81
40746,H,2.933,5.928,5.661
40747,O,4.99,5.486,10.308
40748,H,5.015,5.459,10.397
40749,H,5.047,5.435,10.251
40750,O,7.721,1.058,7.176
40751,H,7.658,1.021,7.238
40752,H,7.784,1.106,7.231
40753,O,5.606,3.748,8.356
40754,H,5.649,3.698,8.425
40755,H,5.671,3.753,8.285
40756,O,2.433,5.037,11.498
40757,H,2.398,4.954,11.465
40758,H,2.438,5.026,11.592
40759,O,7.683,6.494,5.841
40760,H,7.762,6.465,5.796
40761,H,7.621,6.422,5.828
40762,O,6.386,4.139,6.717
40763,H,6.405,4.156,6.809
40764,H,6.446,4.196,6.668
40765,O,4.187,6.823,10.696
40766,H,4.253,6.754,10.689
40767,H,4.125,6.79,10.762
40768,O,4.505,1.227,7.323
40769,H,4.467,1.312,7.302
40770,H,4.597,1.245,7.342
40771,O,7.492,3.676,5.782
40772,H,7.426,3.619,5.822
40773,H,7.495,3.648,5.69
40774,O,4.186,0.997,8.955
40775,H,4.175,1.022,9.047
40776,H,4.275,0.961,8.951
40777,O,5.845,0.769,11.614
40778,H,5.911,0.7,11.604
40779,H,5.796,0.744,11.692
40780,O,5.657,3.735,5.382
40781,H,5.574,3.765,5.344
40782,H,5.704,3.816,5.403
40783,O,1.554,3.765,7.483
40784,H,1.605,3.702,7.432
40785,H,1.617,3.834,7.504
40786,O,0.098,1.781,11.407
40787,H,0.009,1.758,11.38
40788,H,0.117,1.864,11.361
40789,O,1.109,1.031,6.171
40790,H,1.187,1.017,6.226
40791,H,1.136,1.002,6.084
40792,O,8.491,6.842,8.673
40793,H,8.432,6.767,8.67
40794,H,8.52,6.853,8.582
40795,O,2.679,7.08,10.916
40796,H,2.674,6.986,10.896
40797,H,2.691,7.084,11.011
40798,O,5.174,2.085,6.098
40799,H,5.174,2.036,6.016
40800,H,5.266,2.094,6.121
40801,O,3.623,6.858,11.02
40802,H,3.614,6.769,10.987
40803,H,3.61,6.913,10.942
40804,O,8.343,6.005,10.833
40805,H,8.286,5.978,10.761
40806,H,8.309,6.091,10.858
40807,O,5.847,7.38,8.337
40808,H,5.924,7.429,8.366
40809,H,5.838,7.309,8.401
40810,O,2.659,6.804,10.602
40811,H,2.696,6.788,10.515
40812,H,2.733,6.833,10.655
40813,O,7.747,0.235,8.08
40814,H,7.725,0.224,7.987
40815,H,7.843,0.238,8.081
40816,O,7.749,2.049,8.646
40817,H,7.779,1.967,8.685
40818,H,7.82,2.075,8.587
40819,O,8.188,1.407,8.421
40820,H,8.12,1.341,8.437
40821,H,8.27,1.362,8.441
40822,O,3.178,0.418,5.197
40823,H,3.083,0.411,5.206
40824,H,3.209,0.448,5.282
40825,O,6.363,7.293,9.119
40826,H,6.325,7.227,9.062
40827,H,6.354,7.376,9.072
40828,O,0.078,1.862,9.469
40829,H,0.086,1.786,9.527
40830,H,0.059,1.824,9.383
40831,O,1.098,5.394,6.537
40832,H,1.171,5.422,6.592
40833,H,1.028,5.374,6.599
40834,O,4.509,4.87,7.139
40835,H,4.453,4.797,7.11
40836,H,4.481,4.944,7.085
40837,O,7.101,1.075,9.272
40838,H,7.053,1.009,9.221
40839,H,7.192,1.064,9.245
40840,O,4.889,0.603,5.657
40841,H,4.983,0.616,5.641
40842,H,4.872,0.653,5.737
40843,O,3.754,-0.009,5.785
40844,H,3.688,-0.049,5.73
40845,H,3.733,0.084,5.785
40846,O,7.995,3.075,8.014
40847,H,7.951,2.99,8.016
40848,H,8.087,3.055,7.999
40849,O,1.227,7.113,4.777
40850,H,1.175,7.071,4.709
